,return
2020-10-21 00:00:00+00:00,0.019736099424664307
2020-10-22 00:00:00+00:00,-0.015690074456904842
2020-10-23 00:00:00+00:00,0.0018075355856517908
2020-10-24 00:00:00+00:00,0.0034193281193422025
2020-10-25 00:00:00+00:00,0.011578756070940693
2020-10-26 00:00:00+00:00,0.02077574810286199
2020-10-27 00:00:00+00:00,0.022803437394308727
2020-10-28 00:00:00+00:00,0.01022597874701993
2020-10-29 00:00:00+00:00,0.025776669490484638
2020-10-30 00:00:00+00:00,0.0065548675780314
2020-10-31 00:00:00+00:00,0.0039701282330729115
2020-11-01 00:00:00+00:00,-0.01692340648607546
2020-11-02 00:00:00+00:00,0.004679629740637419
2020-11-03 00:00:00+00:00,0.037163976456547815
2020-11-04 00:00:00+00:00,0.006619091068273081
2020-11-05 00:00:00+00:00,0.037202095663387724
2020-11-06 00:00:00+00:00,-0.07095437902617488
2020-11-07 00:00:00+00:00,0.010702136649630609
2020-11-08 00:00:00+00:00,-0.022995030932779513
2020-11-09 00:00:00+00:00,-0.007667656081804297
2020-11-10 00:00:00+00:00,-0.03675694069164131
2020-11-11 00:00:00+00:00,0.014116199433826913
2020-11-12 00:00:00+00:00,0.01692733745387666
2020-11-13 00:00:00+00:00,-0.01711423998779795
2020-11-14 00:00:00+00:00,0.004543113996689374
2020-11-15 00:00:00+00:00,0.002501461970009871
2020-11-16 00:00:00+00:00,0.004319979859850181
2020-11-17 00:00:00+00:00,0.0011941298095830138
2020-11-18 00:00:00+00:00,0.019549789124601088
2020-11-19 00:00:00+00:00,0.0030642235956600487
2020-11-20 00:00:00+00:00,-2.703369736463423e-05
2020-11-21 00:00:00+00:00,-0.060256997763971955
2020-11-22 00:00:00+00:00,0.02239594650815157
2020-11-23 00:00:00+00:00,-0.0603506467750485
2020-11-24 00:00:00+00:00,-0.044635480519208216
2020-11-25 00:00:00+00:00,-0.0005885079745792439
2020-11-26 00:00:00+00:00,0.002043189620028429
2020-11-27 00:00:00+00:00,-0.002456899110785802
2020-11-28 00:00:00+00:00,0.0019401964347515296
2020-11-29 00:00:00+00:00,0.007004061745400965
2020-11-30 00:00:00+00:00,0.020257231290511792
2020-12-01 00:00:00+00:00,0.004646069215609414
2020-12-02 00:00:00+00:00,-0.022913559365696667
2020-12-03 00:00:00+00:00,-0.01647580149357
2020-12-04 00:00:00+00:00,0.03203456189739667
2020-12-05 00:00:00+00:00,-0.021996011783785956
2020-12-06 00:00:00+00:00,0.003363610740851727
2020-12-07 00:00:00+00:00,0.003177508808256484
2020-12-08 00:00:00+00:00,0.01366529774946281
2020-12-09 00:00:00+00:00,-0.010679200790290224
2020-12-10 00:00:00+00:00,0.0006396460746929476
2020-12-11 00:00:00+00:00,0.012389034141318436
2020-12-12 00:00:00+00:00,0.004107085353948393
2020-12-13 00:00:00+00:00,-0.01070581037575416
2020-12-14 00:00:00+00:00,-0.010154658985197738
2020-12-15 00:00:00+00:00,-0.007062323675891887
2020-12-16 00:00:00+00:00,0.03383912803114137
2020-12-17 00:00:00+00:00,0.045985656194518734
2020-12-18 00:00:00+00:00,-0.021328710862462668
2020-12-19 00:00:00+00:00,0.006268097263924908
2020-12-20 00:00:00+00:00,0.012414039051677752
2020-12-21 00:00:00+00:00,0.02352057661401885
2020-12-22 00:00:00+00:00,0.012642109405736495
2020-12-23 00:00:00+00:00,0.07149935242338602
2020-12-24 00:00:00+00:00,-0.053373702349264036
2020-12-25 00:00:00+00:00,0.018257383149692507
2020-12-26 00:00:00+00:00,0.033160866379665206
2020-12-27 00:00:00+00:00,-0.019252014535157708
2020-12-28 00:00:00+00:00,-0.023841788141956827
2020-12-29 00:00:00+00:00,0.009074866483621501
2020-12-30 00:00:00+00:00,0.04425105638831544
2020-12-31 00:00:00+00:00,-0.019268154043660366
2021-01-01 00:00:00+00:00,0.012768364308359469
2021-01-02 00:00:00+00:00,0.034811265259500415
2021-01-03 00:00:00+00:00,-0.04919644751295749
2021-01-04 00:00:00+00:00,-0.04330613421307028
2021-01-05 00:00:00+00:00,0.0012038583297963293
2021-01-06 00:00:00+00:00,-0.003791721111244923
2021-01-07 00:00:00+00:00,0.04461004298503071
2021-01-08 00:00:00+00:00,0.024506494043773207
2021-01-09 00:00:00+00:00,-0.027202568240117655
2021-01-10 00:00:00+00:00,0.0026420071521020276
2021-01-11 00:00:00+00:00,0.026456593575103684
2021-01-12 00:00:00+00:00,-0.003371003471029369
2021-01-13 00:00:00+00:00,-0.013223906140673706
2021-01-14 00:00:00+00:00,-0.004740260608733417
2021-01-15 00:00:00+00:00,-0.0026131180904283065
2021-01-16 00:00:00+00:00,-0.027182940261192483
2021-01-17 00:00:00+00:00,-0.0320865475487604
2021-01-18 00:00:00+00:00,-0.012663295998518183
2021-01-19 00:00:00+00:00,-0.033324902561506387
2021-01-20 00:00:00+00:00,-0.0036690939893383643
2021-01-21 00:00:00+00:00,0.01839171718743478
2021-01-22 00:00:00+00:00,-0.008143058538789716
2021-01-23 00:00:00+00:00,-0.03545386733666615
2021-01-24 00:00:00+00:00,-0.0043756773429428015
2021-01-25 00:00:00+00:00,0.023134317803275566
2021-01-26 00:00:00+00:00,-0.004418783967629792
2021-01-27 00:00:00+00:00,0.017433954313241698
2021-01-28 00:00:00+00:00,-0.0009742438175144939
2021-01-29 00:00:00+00:00,0.006081325193853719
2021-01-30 00:00:00+00:00,-0.009637134529006476
2021-01-31 00:00:00+00:00,0.0031560309082431497
2021-02-01 00:00:00+00:00,-0.026159270637279387
2021-02-02 00:00:00+00:00,0.002085279685786185
2021-02-03 00:00:00+00:00,0.007372447700720092
2021-02-04 00:00:00+00:00,-0.010372393806824235
2021-02-05 00:00:00+00:00,-0.019778259371472474
2021-02-06 00:00:00+00:00,0.0397384540406242
2021-02-07 00:00:00+00:00,0.0017703806254705575
2021-02-08 00:00:00+00:00,0.055085864052229865
2021-02-09 00:00:00+00:00,-0.03416036671746538
2021-02-10 00:00:00+00:00,-0.023478119531695683
2021-02-11 00:00:00+00:00,-0.04337567863285057
2021-02-12 00:00:00+00:00,-0.03390069813648065
2021-02-13 00:00:00+00:00,-0.028989285858027052
2021-02-14 00:00:00+00:00,0.04921069283449001
2021-02-15 00:00:00+00:00,0.02011442788884716
2021-02-16 00:00:00+00:00,0.012916638204435425
2021-02-17 00:00:00+00:00,0.013955963290284923
2021-02-18 00:00:00+00:00,-0.030081302592926545
2021-02-19 00:00:00+00:00,0.023475228418609186
2021-02-20 00:00:00+00:00,0.03650706318485032
2021-02-21 00:00:00+00:00,-0.00014084324504637222
2021-02-22 00:00:00+00:00,0.019443125688228743
2021-02-23 00:00:00+00:00,0.058703821349206334
2021-02-24 00:00:00+00:00,-0.008538316801132775
2021-02-25 00:00:00+00:00,0.008435480664746977
2021-02-26 00:00:00+00:00,-0.009344384998348276
2021-02-27 00:00:00+00:00,-0.025849518131478476
2021-02-28 00:00:00+00:00,0.013868650933371566
2021-03-01 00:00:00+00:00,-0.009284508312038612
2021-03-02 00:00:00+00:00,-0.004894889752245602
2021-03-03 00:00:00+00:00,-0.008142534881209229
2021-03-04 00:00:00+00:00,-0.011139938613589941
2021-03-05 00:00:00+00:00,0.006285687630830048
2021-03-06 00:00:00+00:00,-0.012907144077369695
2021-03-07 00:00:00+00:00,-0.014632693554984423
2021-03-08 00:00:00+00:00,-0.005084116023162864
2021-03-09 00:00:00+00:00,0.0024155519517602307
2021-03-10 00:00:00+00:00,0.03929147336590714
2021-03-11 00:00:00+00:00,0.0001554982567786657
2021-03-12 00:00:00+00:00,0.020988525060735782
2021-03-13 00:00:00+00:00,-0.0021188732223730022
2021-03-14 00:00:00+00:00,-0.015164478631342813
2021-03-15 00:00:00+00:00,-0.032963197318381036
2021-03-16 00:00:00+00:00,-0.010268885052207601
2021-03-17 00:00:00+00:00,0.0012885348239127666
2021-03-18 00:00:00+00:00,-0.005283075586756372
2021-03-19 00:00:00+00:00,-0.01115585782899853
2021-03-20 00:00:00+00:00,0.019270291081323474
2021-03-21 00:00:00+00:00,-0.009979025083319208
2021-03-22 00:00:00+00:00,0.015473076484172366
2021-03-23 00:00:00+00:00,0.012352014411418618
2021-03-24 00:00:00+00:00,0.009309786903280754
2021-03-25 00:00:00+00:00,0.00933450295680985
2021-03-26 00:00:00+00:00,-0.02696929400604332
2021-03-27 00:00:00+00:00,0.005533872584877914
2021-03-28 00:00:00+00:00,-0.04145755409430284
2021-03-29 00:00:00+00:00,-0.008053694805484584
2021-03-30 00:00:00+00:00,-0.0007574764332633159
2021-03-31 00:00:00+00:00,0.008258373230560181
2021-04-01 00:00:00+00:00,-0.0006593757794984044
2021-04-02 00:00:00+00:00,-0.004300606580378279
2021-04-03 00:00:00+00:00,0.023325448390754788
2021-04-04 00:00:00+00:00,-0.019735465234170795
2021-04-05 00:00:00+00:00,0.0009525010761024145
2021-04-06 00:00:00+00:00,-0.00309534066815599
2021-04-07 00:00:00+00:00,0.022257889265249138
2021-04-08 00:00:00+00:00,-0.03243602602399387
2021-04-09 00:00:00+00:00,0.008330797149120711
2021-04-10 00:00:00+00:00,0.012719775994712728
2021-04-11 00:00:00+00:00,0.0033919009013709854
2021-04-12 00:00:00+00:00,-0.009596716249125906
2021-04-13 00:00:00+00:00,0.020126172897113034
2021-04-14 00:00:00+00:00,0.009522460211054972
2021-04-15 00:00:00+00:00,-0.04543570086474349
2021-04-16 00:00:00+00:00,-0.05550127244708593
2021-04-17 00:00:00+00:00,0.005481132016683768
2021-04-18 00:00:00+00:00,0.010806891291075866
2021-04-19 00:00:00+00:00,0.021250558108848048
2021-04-20 00:00:00+00:00,-0.01254638048666703
2021-04-21 00:00:00+00:00,0.01081403210339252
2021-04-22 00:00:00+00:00,0.029188534270733216
2021-04-23 00:00:00+00:00,0.004323826660894033
2021-04-24 00:00:00+00:00,0.03781749966060796
2021-04-25 00:00:00+00:00,-0.006346544859568337
2021-04-26 00:00:00+00:00,-0.0371902712364547
2021-04-27 00:00:00+00:00,-0.016745375698998064
2021-04-28 00:00:00+00:00,-0.006115652466415392
2021-04-29 00:00:00+00:00,-0.00728466697817767
2021-04-30 00:00:00+00:00,0.011847863828604956
2021-05-01 00:00:00+00:00,-0.01208607647012874
2021-05-02 00:00:00+00:00,-0.0028870892669620985
2021-05-03 00:00:00+00:00,-0.0131355448414338
2021-05-04 00:00:00+00:00,-0.004302831488103809
2021-05-05 00:00:00+00:00,-0.021536468318688447
2021-05-06 00:00:00+00:00,-0.005539578956443303
2021-05-07 00:00:00+00:00,-0.012751543532873368
2021-05-08 00:00:00+00:00,0.019024883571198883
2021-05-09 00:00:00+00:00,0.0018854449587295938
2021-05-10 00:00:00+00:00,0.039301715888787274
2021-05-11 00:00:00+00:00,-0.024382298934083592
2021-05-12 00:00:00+00:00,0.021481588638392897
2021-05-13 00:00:00+00:00,-0.025493982154564897
2021-05-14 00:00:00+00:00,-0.018248718596788244
2021-05-15 00:00:00+00:00,-0.0060057367218625275
2021-05-16 00:00:00+00:00,-0.013618885007816176
2021-05-17 00:00:00+00:00,0.0012674098772749252
2021-05-18 00:00:00+00:00,-0.025283130533192682
2021-05-19 00:00:00+00:00,0.11112657916031578
2021-05-20 00:00:00+00:00,-0.03349663119859087
2021-05-21 00:00:00+00:00,0.03643094465574544
2021-05-22 00:00:00+00:00,0.051709110872089445
2021-05-23 00:00:00+00:00,0.029286243382352965
2021-05-24 00:00:00+00:00,-0.08126581679121435
2021-05-25 00:00:00+00:00,-0.00356376236577639
2021-05-26 00:00:00+00:00,-0.03180500792827247
2021-05-27 00:00:00+00:00,0.017374306189387755
2021-05-28 00:00:00+00:00,0.006145391833232357
2021-05-29 00:00:00+00:00,0.012420914580329515
2021-05-30 00:00:00+00:00,0.00012849921338660566
2021-05-31 00:00:00+00:00,-0.020692457513180496
2021-06-01 00:00:00+00:00,0.00633916049147469
2021-06-02 00:00:00+00:00,-0.01983082829663742
2021-06-03 00:00:00+00:00,-0.013339148398733873
2021-06-04 00:00:00+00:00,0.00571676253188178
2021-06-05 00:00:00+00:00,-0.005408255349843563
2021-06-06 00:00:00+00:00,-0.0038609326222071457
2021-06-07 00:00:00+00:00,0.00701328878073226
2021-06-08 00:00:00+00:00,0.004808215946799025
2021-06-09 00:00:00+00:00,0.04527331026398735
2021-06-10 00:00:00+00:00,0.00493419688335031
2021-06-11 00:00:00+00:00,0.0306955324208083
2021-06-12 00:00:00+00:00,-0.019364441372579165
2021-06-13 00:00:00+00:00,0.024803568456107948
2021-06-14 00:00:00+00:00,0.006805527296085242
2021-06-15 00:00:00+00:00,0.006865287943440858
2021-06-16 00:00:00+00:00,-0.008886575325316419
2021-06-17 00:00:00+00:00,-0.008535784189238952
2021-06-18 00:00:00+00:00,-0.0037917593862413362
2021-06-19 00:00:00+00:00,0.014516481509141803
2021-06-20 00:00:00+00:00,-0.00412288056579164
2021-06-21 00:00:00+00:00,0.03971472149561046
2021-06-22 00:00:00+00:00,0.0210911695656665
2021-06-23 00:00:00+00:00,-0.03344578633153759
2021-06-24 00:00:00+00:00,0.007956682156531529
2021-06-25 00:00:00+00:00,-0.0063516826675927545
2021-06-26 00:00:00+00:00,0.005377306633724987
2021-06-27 00:00:00+00:00,0.026061008502635267
2021-06-28 00:00:00+00:00,-0.014130351337727253
2021-06-29 00:00:00+00:00,0.0006319828231826569
2021-06-30 00:00:00+00:00,-0.01861463325992687
2021-07-01 00:00:00+00:00,0.0018355579884637855
2021-07-02 00:00:00+00:00,0.005958439541389951
2021-07-03 00:00:00+00:00,0.007033860629127937
2021-07-04 00:00:00+00:00,-5.7647827232654114e-05
2021-07-05 00:00:00+00:00,-0.022809947484668764
2021-07-06 00:00:00+00:00,-0.01448552029577238
2021-07-07 00:00:00+00:00,-0.0015574668417067561
2021-07-08 00:00:00+00:00,0.01252867161975174
2021-07-09 00:00:00+00:00,0.010230713793556246
2021-07-10 00:00:00+00:00,-0.006103720829187623
2021-07-11 00:00:00+00:00,0.010539654774867995
2021-07-12 00:00:00+00:00,-0.0060208073708295715
2021-07-13 00:00:00+00:00,0.005836813424031139
2021-07-14 00:00:00+00:00,0.00430627257006373
2021-07-15 00:00:00+00:00,-0.002819009272770872
2021-07-16 00:00:00+00:00,0.019802953054633095
2021-07-17 00:00:00+00:00,-0.007006220213796511
2021-07-18 00:00:00+00:00,-0.0017660287703085815
2021-07-19 00:00:00+00:00,0.005087000900942385
2021-07-20 00:00:00+00:00,0.006217360394031293
2021-07-21 00:00:00+00:00,0.00121488012910007
2021-07-22 00:00:00+00:00,-0.0018785303927763412
2021-07-23 00:00:00+00:00,0.011579141049969509
2021-07-24 00:00:00+00:00,0.009220734729989678
2021-07-25 00:00:00+00:00,0.005198280174430184
2021-07-26 00:00:00+00:00,0.03222074687236397
2021-07-27 00:00:00+00:00,0.03550864192440199
2021-07-28 00:00:00+00:00,0.008865553256649016
2021-07-29 00:00:00+00:00,-0.01849022725392616
2021-07-30 00:00:00+00:00,0.03452500344136169
2021-07-31 00:00:00+00:00,-0.028772045250650326
2021-08-01 00:00:00+00:00,-0.013318795263382768
2021-08-02 00:00:00+00:00,-0.013550109885709509
2021-08-03 00:00:00+00:00,-0.006291813475510636
2021-08-04 00:00:00+00:00,0.0014664823475256078
2021-08-05 00:00:00+00:00,0.0019599484052267606
2021-08-06 00:00:00+00:00,0.020037921546564676
2021-08-07 00:00:00+00:00,0.005880929979069285
2021-08-08 00:00:00+00:00,0.015721099532828863
2021-08-09 00:00:00+00:00,0.015871503726414486
2021-08-10 00:00:00+00:00,-0.02896650353407184
2021-08-11 00:00:00+00:00,-0.02658957607392665
2021-08-12 00:00:00+00:00,-0.012192480214428354
2021-08-13 00:00:00+00:00,0.010282833604286815
2021-08-14 00:00:00+00:00,-0.031037281911044583
2021-08-15 00:00:00+00:00,-0.0111231566761404
2021-08-16 00:00:00+00:00,0.0016237805930983896
2021-08-17 00:00:00+00:00,0.01016744986789707
2021-08-18 00:00:00+00:00,0.0038254664414489963
2021-08-19 00:00:00+00:00,-0.01046887615823108
2021-08-20 00:00:00+00:00,0.013946128079455698
2021-08-21 00:00:00+00:00,-0.00431556578698755
2021-08-22 00:00:00+00:00,-0.01122790049096273
2021-08-23 00:00:00+00:00,-0.017547999094870623
2021-08-24 00:00:00+00:00,-0.0014534972452673724
2021-08-25 00:00:00+00:00,-0.0003207402304207324
2021-08-26 00:00:00+00:00,0.011591256105523199
2021-08-27 00:00:00+00:00,-0.008608407642116494
2021-08-28 00:00:00+00:00,0.004959243741481056
2021-08-29 00:00:00+00:00,0.005514438135670232
2021-08-30 00:00:00+00:00,-0.009762853958651431
2021-08-31 00:00:00+00:00,-0.0008929657788657091
2021-09-01 00:00:00+00:00,-0.004645492508143208
2021-09-02 00:00:00+00:00,-0.027746567063085745
2021-09-03 00:00:00+00:00,0.01037204511845221
2021-09-04 00:00:00+00:00,-0.015977536572746774
2021-09-05 00:00:00+00:00,0.011314416646854829
2021-09-06 00:00:00+00:00,0.013690943992674743
2021-09-07 00:00:00+00:00,0.03067206116238627
2021-09-08 00:00:00+00:00,-0.013787512503492054
2021-09-09 00:00:00+00:00,-0.015897015248521756
2021-09-10 00:00:00+00:00,-0.010267651558373085
2021-09-11 00:00:00+00:00,-0.009474395538631913
2021-09-12 00:00:00+00:00,0.0011741911765385175
2021-09-13 00:00:00+00:00,0.012033055076810024
2021-09-14 00:00:00+00:00,0.017956807469629056
2021-09-15 00:00:00+00:00,-0.006200219803656726
2021-09-16 00:00:00+00:00,-0.0027308147783664683
2021-09-17 00:00:00+00:00,0.012074801644564818
2021-09-18 00:00:00+00:00,-0.00989918102207616
2021-09-19 00:00:00+00:00,0.009015675790148725
2021-09-20 00:00:00+00:00,0.020906802194869307
2021-09-21 00:00:00+00:00,-0.009321267920748272
2021-09-22 00:00:00+00:00,-0.027316323644280355
2021-09-23 00:00:00+00:00,0.004257719445515944
2021-09-24 00:00:00+00:00,0.021145894297737576
2021-09-25 00:00:00+00:00,0.009022222502983443
2021-09-26 00:00:00+00:00,0.0044187450627046895
2021-09-27 00:00:00+00:00,0.0011941894811223189
2021-09-28 00:00:00+00:00,0.008523894005747351
2021-09-29 00:00:00+00:00,-0.01949679725603498
2021-09-30 00:00:00+00:00,0.010920560906634565
2021-10-01 00:00:00+00:00,0.020086709151608522
2021-10-02 00:00:00+00:00,-0.015746262018182373
2021-10-03 00:00:00+00:00,-0.004464344076373988
2021-10-04 00:00:00+00:00,0.02250340579608655
