time,daily_return,equity,drawdown,sample
2020-01-01 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-02 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-03 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-04 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-05 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-06 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-07 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-08 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-09 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-10 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-11 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-12 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-13 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-14 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-15 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-16 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-17 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-18 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-19 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-20 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-21 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-22 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-23 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-24 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-25 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-26 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-27 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-28 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-29 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-30 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-01-31 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-02-01 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-02-02 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-02-03 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-02-04 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-02-05 00:00:00+00:00,0.0,1.0,0.0,in_sample
2020-02-06 00:00:00+00:00,-0.0007371524852569478,0.999262847514743,-0.0007371524852569644,in_sample
2020-02-07 00:00:00+00:00,-0.0011258372523870574,0.9981378401760846,-0.0018621598239153547,in_sample
2020-02-08 00:00:00+00:00,0.001122612625747188,0.9992583623177023,-0.0007416376822977355,in_sample
2020-02-09 00:00:00+00:00,0.0009268501354627201,1.0001845250661787,0.0,in_sample
2020-02-10 00:00:00+00:00,-0.0010709785804283946,0.9991133488633569,-0.0010709785804283722,in_sample
2020-02-11 00:00:00+00:00,0.003062883229395197,1.0021735163838554,0.0,in_sample
2020-02-12 00:00:00+00:00,0.002042144848602734,1.0042200998677449,0.0,in_sample
2020-02-13 00:00:00+00:00,-0.002892927011818869,1.001314964415026,-0.0028929270118187578,in_sample
2020-02-14 00:00:00+00:00,0.0024051157143290315,1.0037232427709335,-0.0004947691217063177,in_sample
2020-02-15 00:00:00+00:00,-0.009842101772206437,0.9938444964644528,-0.010332001325863205,in_sample
2020-02-16 00:00:00+00:00,-0.005216878010239307,0.9886597309652501,-0.015494978545583904,in_sample
2020-02-17 00:00:00+00:00,0.0035895571499915406,0.9922085815714451,-0.011961041506619585,in_sample
